,name,affiliations,email,website,interests,thumbnail
334,"Evelina Tutucci, PhD","Assistant Professor, Vrije Universiteit Amsterdam",Verified email at vu.nl,http://www.tutuccilab.com/,"[{'title': 'Molecular Biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_biology'}, {'title': 'Gene expression regulation', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:gene_expression_regulation', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agene_expression_regulation'}, {'title': 'Single mRNA imaging', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:single_mrna_imaging', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Asingle_mrna_imaging'}, {'title': 'Microbiology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:microbiology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amicrobiology'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=AbW4QQ0AAAAJ&citpid=6
335,Robert H. Singer,Albert Einstein College of Medicine,Verified email at einsteinmed.edu,http://www.singerlab.org/,"[{'title': 'single molecule biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:single_molecule_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Asingle_molecule_biology'}, {'title': 'RNA', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:rna', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Arna'}, {'title': 'gene expression', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:gene_expression', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agene_expression'}, {'title': 'transcription', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:transcription', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Atranscription'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
336,Jonathan S. Weissman,UCSF/HHMI,Verified email at ucsf.edu,http://weissmanlab.ucsf.edu/,,https://scholar.google.com/citations/images/avatar_scholar_128.png
337,Debarati Paul,Amity University,Verified email at amity.edu,,"[{'title': 'biofuels', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biofuels', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiofuels'}, {'title': 'antimicrobial peptides', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:antimicrobial_peptides', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aantimicrobial_peptides'}, {'title': 'environmental and microbial molecular ecology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:environmental_and_microbial_molecular_ecology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aenvironmental_and_microbial_molecular_ecology'}, {'title': 'genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenomics'}, {'title': 'proteomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:proteomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aproteomics'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=8NJfgv8AAAAJ&citpid=3
338,Fred Guengerich,"Professor of Biochemistry, Vanderbilt University",Verified email at vanderbilt.edu,https://my.vanderbilt.edu/guengerichlab/,"[{'title': 'Enzymology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:enzymology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aenzymology'}, {'title': 'drug metabolism', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:drug_metabolism', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Adrug_metabolism'}, {'title': 'cytochrome P450', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:cytochrome_p450', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acytochrome_p450'}, {'title': 'mutagenesis', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:mutagenesis', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amutagenesis'}]",https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=S4akpOAAAAAJ&citpid=1
339,Sadhna Sharma,"Professor and Head Biochemistry , pgimer chandigarh",Verified email at pgimer.edu.in,http://pgimer.edu.in/,"[{'title': 'Tuberculosis', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:tuberculosis', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Atuberculosis'}, {'title': 'Nanomedicine', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:nanomedicine', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ananomedicine'}, {'title': 'biochemistry', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biochemistry', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiochemistry'}, {'title': 'proteomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:proteomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aproteomics'}, {'title': 'Diabetes', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:diabetes', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Adiabetes'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=LEcQag4AAAAJ&citpid=1
340,Jaspreet Kaur,Senior Research Scientist,Verified email at srmsims.ac.in,,"[{'title': 'molecular biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_biology'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=PaVQuJcAAAAJ&citpid=1
341,Jaswinder Singh,Professor Forensic Medicine,Verified email at srmsims.ac.in,,"[{'title': 'Forensic Medicine and Toxicology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:forensic_medicine_and_toxicology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aforensic_medicine_and_toxicology'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=oDUqvFAAAAAJ&citpid=1
342,Fernando Lopitz Otsoa,PhD Biology,Verified email at cicbiogune.es,,"[{'title': 'Bioscience', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:bioscience', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abioscience'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=KnEQYrcAAAAJ&citpid=7
343,Polina Drozdova,Irkutsk State University,Verified email at bio.isu.ru,,"[{'title': 'Genetics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genetics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenetics'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Oa0n8_YAAAAJ&citpid=2
344,Yury Barbitoff,"Group Leader, Institute of Bioinformatics Research and Education, Belgrade, Serbia",Verified email at bioinf.institute,,"[{'title': 'human genetics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:human_genetics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ahuman_genetics'}, {'title': 'systems biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:systems_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Asystems_biology'}, {'title': 'NGS data analysis', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:ngs_data_analysis', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Angs_data_analysis'}, {'title': 'complex traits', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:complex_traits', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acomplex_traits'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=hTkyaRUAAAAJ&citpid=4
345,Belousov Mikhail,"All-Russia Research Institute for Agricultural Microbiology, Saint Petersburg State University",Verified email at spbu.ru,http://spbu.ru/,"[{'title': 'amyloid', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:amyloid', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aamyloid'}, {'title': 'genetics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genetics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenetics'}, {'title': 'prion', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:prion', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aprion'}, {'title': 'protein structure', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:protein_structure', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aprotein_structure'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=RUPT5LMAAAAJ&citpid=1
346,Catriona Halliday,"Senior Staff Scientist, Westmead Hospital",Verified email at health.nsw.gov.au,,"[{'title': 'mycology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:mycology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amycology'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=YEC4WTwAAAAJ&citpid=1
347,SCA Chen,University of Sydney,Verified email at health.nsw.gov.au,https://www.sydney.edu.au/medicine-health/about/our-people/academic-staff/sharon-chen.html,"[{'title': 'microbiology and mycology and bacteriology and virology and mycobacteria and fungi and cryptococcus', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:microbiology_and_mycology_and_bacteriology_and_virology_and_mycobacteria_and_fungi_and_cryptococcus', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amicrobiology_and_mycology_and_bacteriology_and_virology_and_mycobacteria_and_fungi_and_cryptococcus'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=eQlG1O8AAAAJ&citpid=1
348,Teva Vernoux,"Laboratoire RDP, ENS de Lyon, CNRS, INRAE, INRIA",Verified email at enslyon.fr,,"[{'title': 'Plant Sciences', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:plant_sciences', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aplant_sciences'}, {'title': 'Developmental Biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:developmental_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Adevelopmental_biology'}, {'title': 'Systems Biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:systems_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Asystems_biology'}, {'title': 'Hormone signaling', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:hormone_signaling', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ahormone_signaling'}, {'title': 'Modeling', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:modeling', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amodeling'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=BP-o6_kAAAAJ&citpid=1
349,Jan Mead,Emory University,Verified email at emory.edu,,"[{'title': 'Microbiome', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:microbiome', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amicrobiome'}, {'title': 'Parasitology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:parasitology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aparasitology'}, {'title': 'Immunology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:immunology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aimmunology'}, {'title': 'Drug Discovery', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:drug_discovery', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Adrug_discovery'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
350,Gerhard Multhaup,Professor of Pharmacology,Verified email at mcgill.ca,,"[{'title': 'Alzheimer', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:alzheimer', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aalzheimer'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
351,Jeffrey Gerst,"Professor, Weizmann Institute of Science",Verified email at weizmann.ac.il,https://www.weizmann.ac.il/molgen/Gerst/,"[{'title': 'RNA trafficking', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:rna_trafficking', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Arna_trafficking'}, {'title': 'cell biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:cell_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acell_biology'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=YHAafMYAAAAJ&citpid=1
352,Reza Malekzadeh M.D,"Professor of Internal Medicine ,&Gastroenterology Tehran University of Medical Sciences, Iran",Verified email at tums.ac.ir,http://www.ddri.ac.ir/,"[{'title': 'Digestive oncology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:digestive_oncology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Adigestive_oncology'}, {'title': 'Chronic liver disease', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:chronic_liver_disease', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Achronic_liver_disease'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=VMjnaEYAAAAJ&citpid=9
